date,team,points,assists,biggest lead,blocks,defensive rebounds,fast break points,field goals attempted,field goals made,fouls,free throws attempted,free throws made,game number,lead changes,losses,margin,margin after the first,margin after the third,margin at the half,matchup losses,matchup wins,offensive rebounds,playoffs,points in the paint,rebounds,rest,site,site streak,steals,streak,team rebounds,three pointers attempted,three pointers made,times tied,total,turnovers,wins,o:team,o:points,o:assists,o:biggest lead,o:blocks,o:defensive rebounds,o:fast break points,o:field goals attempted,o:field goals made,o:fouls,o:free throws attempted,o:free throws made,o:losses,margin,o:margin after the first,o:margin after the third,o:margin at the half,o:matchup losses,o:matchup wins,o:offensive rebounds,o:points in the paint,o:rebounds,o:rest,o:site,o:site streak,o:steals,o:streak,o:team rebounds,o:three pointers attempted,o:three pointers made,o:turnovers,o:wins,season
20091125,Rockets,99,22,13,4,20,4,83,38,19,29,18,15,1,6,-31,-11,-14,-17,1,0,13,0,50,33,3,home,1,4,1,13,20,5,1,201.5,17,8,Mavericks,130,33,35,8,29,20,84,55,18,14,11,4,-31,11,14,17,0,1,7,54,36,0,away,3,14,-1,6,17,9,12,10,2009
20091125,Spurs,118,30,22,6,33,27,85,44,21,32,25,13,21,6,14,2,10,2,0,0,8,0,58,41,1,home,3,10,2,14,18,5,8,214.0,14,6,Warriors,104,15,8,8,28,27,86,40,23,26,21,8,14,-2,-10,-2,0,0,6,44,34,0,away,-1,6,2,10,11,3,16,5,2009
20091125,Suns,126,27,26,6,22,19,84,52,21,18,13,15,8,3,15,0,21,11,0,0,7,0,56,29,2,home,1,7,1,5,17,9,9,221.5,8,11,Grizzlies,111,15,7,1,27,15,94,45,19,25,20,9,15,0,-21,-11,0,0,22,66,49,1,away,2,4,1,8,8,1,14,5,2009
20091125,Timberwolves,111,20,0,4,29,12,98,44,22,28,19,15,0,13,-13,-11,-23,-20,0,0,16,0,50,45,1,home,-2,9,-13,10,19,4,1,202.0,14,1,Nuggets,124,30,27,8,33,24,80,42,24,33,30,4,-13,11,23,20,0,0,9,34,42,0,away,2,9,2,7,18,10,19,10,2009
20091125,Trailblazers,93,25,16,7,29,5,70,35,16,24,14,17,0,5,10,5,6,5,0,0,13,0,28,42,1,home,2,4,2,9,17,9,3,178.5,16,11,Nets,83,16,0,4,24,7,81,36,24,14,10,14,10,-5,-6,-5,0,0,15,52,39,0,away,-1,9,-14,4,6,1,12,0,2009
20091126,Hawks,76,18,14,3,30,16,85,33,20,7,3,15,6,3,-17,2,-2,12,0,0,11,0,40,41,4,home,-1,8,-1,5,19,7,4,198.0,13,11,Magic,93,15,17,6,40,5,80,35,12,20,13,4,-17,-2,2,-12,0,0,13,38,53,0,away,1,7,-1,9,31,10,12,11,2009
20091126,Jazz,105,29,25,8,27,11,74,45,20,23,13,15,3,7,19,6,16,17,0,0,9,0,62,36,1,home,2,10,-1,8,5,2,3,197.5,14,7,Bulls,86,14,2,3,26,22,81,34,22,19,15,7,19,-6,-16,-17,0,0,13,42,39,2,away,-4,9,-3,7,8,3,13,6,2009
20091127,Hornets,94,19,24,2,30,12,74,35,18,30,18,15,5,9,7,7,11,15,1,0,5,0,42,35,1,home,2,7,2,11,14,6,5,185.0,10,5,Cavaliers,87,14,4,6,36,11,79,36,25,17,9,4,7,-7,-11,-15,0,1,10,44,46,1,away,-1,5,3,10,28,6,16,11,2009
20091127,Celtics,116,33,17,1,20,22,77,48,20,15,13,16,7,4,13,6,15,-1,0,0,6,0,68,26,1,home,1,15,2,5,17,7,14,204.0,16,11,Raptors,103,15,4,6,21,22,70,39,19,23,18,9,13,-6,-15,1,0,0,10,48,31,1,away,-1,7,-1,5,14,7,25,7,2009
20091127,Heat,84,17,2,6,26,9,82,34,15,14,10,15,1,5,-10,-2,-3,-9,0,2,10,0,34,36,1,home,-1,5,2,10,26,6,3,198.0,12,9,Wizards,94,23,14,5,32,6,86,42,19,15,8,9,-10,2,3,9,2,0,16,42,48,2,away,1,7,1,9,14,2,12,4,2009
20091127,Kings,109,19,22,11,40,25,71,39,24,34,25,15,0,8,13,13,15,17,0,0,5,0,50,45,1,home,1,6,1,9,12,6,0,195.5,17,6,Nets,96,10,0,5,23,13,94,36,24,27,22,15,13,-13,-15,-17,0,0,16,50,39,1,away,-2,7,-15,11,9,2,11,0,2009
20091127,Nuggets,128,30,8,8,32,13,84,45,25,35,28,16,18,4,3,-4,5,1,0,0,11,0,50,43,1,home,-1,6,3,11,19,10,9,218.0,11,11,Knicks,125,29,8,3,24,4,92,45,25,31,22,12,3,4,-5,-1,0,0,16,54,40,1,away,-2,5,-3,8,31,13,8,3,2009
20091127,Pacers,92,20,1,6,26,13,76,33,23,28,19,14,6,7,-21,-9,-26,-12,0,0,7,0,34,33,1,home,1,9,1,8,22,7,5,199.0,15,6,Mavericks,113,20,28,6,37,12,92,41,22,28,22,4,-21,9,26,12,0,0,17,30,54,1,away,-1,6,1,14,21,9,13,11,2009
20091127,Pistons,96,21,7,0,24,4,91,36,28,22,16,16,13,10,-8,0,1,7,0,0,19,0,26,43,1,home,1,4,-6,11,17,8,12,181.0,11,5,Clippers,104,26,8,9,31,17,63,37,19,35,28,10,-8,0,-1,-7,0,0,4,46,35,1,away,-1,6,-1,5,10,2,9,6,2009
20091127,Rockets,84,18,7,3,29,16,92,33,27,14,10,16,7,7,-8,5,-10,2,0,0,17,0,46,46,1,home,2,7,-1,6,18,8,7,195.0,12,8,Spurs,92,14,14,7,38,12,71,32,19,34,26,6,-8,-5,10,-2,0,0,8,34,46,1,away,4,5,3,12,5,2,14,7,2009
20091127,Seventysixers,86,23,4,10,26,20,78,35,16,11,8,16,5,10,-14,-3,-9,-5,0,0,6,0,36,32,1,home,-3,8,-4,4,18,8,7,198.0,13,5,Hawks,100,17,14,5,34,6,74,38,17,20,15,4,-14,3,9,5,0,0,8,38,42,0,away,1,7,-2,9,18,9,14,11,2009
20091127,Thunder,108,19,24,6,38,19,80,38,19,35,26,16,6,7,18,5,15,1,0,0,14,0,48,52,2,home,-2,6,1,5,14,6,4,197.0,11,8,Bucks,90,15,7,3,29,6,82,31,21,22,20,5,18,-5,-15,-1,0,0,11,28,40,1,away,-3,5,-2,7,20,8,12,8,2009
20091127,Timberwolves,95,14,1,2,23,21,86,35,16,32,23,16,2,14,-25,-10,-27,-21,1,0,12,0,36,35,1,home,1,7,-14,13,14,2,0,214.0,15,1,Suns,120,31,32,8,38,14,86,51,24,10,8,3,-25,10,27,21,0,1,7,50,45,1,away,2,8,2,4,24,10,18,12,2009
20091127,Trailblazers,96,20,4,7,24,9,81,33,16,26,20,18,2,5,-10,-14,-14,-22,0,1,13,0,34,37,1,home,3,3,3,10,24,10,3,194.5,10,12,Grizzlies,106,23,29,7,31,14,80,43,19,19,16,10,-10,14,14,22,1,0,11,54,42,1,away,-1,4,-1,5,8,4,9,5,2009
20091128,Bucks,98,19,17,3,29,2,90,37,21,17,13,15,6,6,-2,5,-1,9,0,0,15,0,28,44,0,home,-4,7,-3,5,19,11,8,195.5,6,8,Magic,100,18,10,7,37,1,77,39,23,25,14,4,-2,-5,1,-9,0,0,13,48,50,1,away,-1,3,1,7,22,8,17,12,2009
20091128,Cavaliers,111,33,18,2,29,11,78,45,22,17,12,17,5,5,16,9,8,13,0,0,10,0,54,39,0,home,-2,2,-1,10,13,9,2,194.0,13,11,Mavericks,95,20,3,2,19,11,72,34,18,24,19,4,16,-9,-8,-13,0,0,5,26,24,0,away,-2,5,2,8,19,8,9,12,2009
20091128,Jazz,108,36,27,2,30,8,71,43,20,27,15,16,0,7,16,15,22,15,0,0,7,0,28,37,1,home,3,7,1,8,12,7,0,189.0,11,8,Trailblazers,92,19,0,2,24,7,75,34,23,29,21,6,16,-15,-22,-15,0,0,10,36,34,0,away,4,6,-1,10,18,3,13,12,2009
20091128,Warriors,97,22,0,3,36,26,92,36,21,24,21,15,0,9,-33,-14,-23,-10,0,0,10,0,38,46,2,home,-2,4,-1,8,17,4,1,221.5,13,5,Lakers,130,30,34,8,42,26,94,51,18,24,17,3,-33,14,23,10,0,0,7,62,49,3,away,5,8,4,6,22,11,8,11,2009
20091128,Wizards,76,14,0,6,31,9,77,30,22,13,12,15,0,9,-16,-3,-19,-10,0,0,7,0,30,38,0,home,-1,4,2,4,16,4,3,190.5,14,5,Hornets,92,21,26,3,31,11,76,35,17,25,18,9,-16,3,19,10,0,0,10,42,41,0,away,3,9,3,13,10,4,12,6,2009
20091129,Clippers,98,18,10,9,30,22,78,39,15,27,18,18,1,10,10,-7,-16,-15,1,1,17,0,54,47,1,home,-2,9,1,7,11,2,1,199.0,16,7,Grizzlies,88,23,20,6,24,12,76,37,21,18,11,10,10,7,16,15,1,1,6,40,30,1,away,-2,12,1,10,15,3,16,6,2009
20091129,Heat,85,12,5,2,27,2,79,33,18,28,17,16,13,6,-7,2,-2,-7,0,0,11,0,38,38,1,home,1,10,-1,10,15,2,13,187.5,11,9,Celtics,92,21,11,7,35,10,69,36,24,23,15,4,-7,-2,2,7,0,0,6,48,41,1,away,2,5,3,9,21,5,14,12,2009
20091129,Kings,112,17,18,1,28,8,82,44,16,19,15,16,5,8,16,0,8,12,1,0,10,0,50,38,1,home,2,6,2,9,18,9,5,210.0,12,7,Pelicans,96,18,6,5,21,13,79,37,17,20,17,9,16,0,-8,-12,0,1,10,46,31,3,away,1,6,1,9,19,5,14,7,2009
20091129,Knicks,102,18,6,2,30,5,67,31,19,10,8,17,18,13,-12,-2,-9,-2,0,0,3,0,24,33,1,home,-3,3,-4,4,19,7,15,205.5,8,3,Magic,114,14,12,5,30,7,72,35,11,18,9,4,-12,2,9,2,0,0,10,34,40,0,away,-2,5,2,7,33,10,6,13,2009
20091129,Lakers,106,27,34,8,33,16,80,40,22,21,13,16,3,3,19,15,27,25,0,0,10,0,34,43,0,home,-1,7,5,7,25,13,1,193.5,17,12,Nets,87,20,4,5,28,5,79,34,16,20,14,16,19,-15,-27,-25,0,0,10,44,38,1,away,-3,6,-16,11,12,5,18,0,2009
20091129,Nuggets,100,23,17,10,32,19,84,35,19,30,24,17,4,4,-6,15,-5,14,0,1,11,0,40,43,1,home,1,7,4,7,24,6,3,214.0,14,12,Timberwolves,106,24,10,4,37,15,84,43,25,21,17,15,-6,-15,5,-14,1,0,9,44,46,1,away,2,9,-15,4,16,3,15,1,2009
20091129,Pistons,94,18,12,1,29,14,91,40,14,16,13,17,6,11,6,2,2,8,0,0,24,0,60,53,1,home,2,9,-7,6,6,1,7,187.0,11,5,Hawks,88,16,2,9,21,19,74,37,19,8,7,4,6,-2,-2,-8,0,0,6,38,27,1,away,-1,7,1,6,21,7,13,12,2009
20091129,Raptors,94,15,2,5,29,6,92,36,21,26,21,18,2,10,-19,-8,-8,-1,1,0,15,0,52,44,1,home,-2,7,-2,5,20,1,2,229.5,11,7,Suns,113,25,19,2,37,16,84,43,23,17,14,3,-19,8,8,1,0,1,11,36,48,1,away,-1,4,3,8,30,13,16,13,2009
20091129,Spurs,97,22,12,8,27,8,76,37,17,16,13,15,6,6,8,2,10,9,0,0,14,0,32,41,1,home,-1,5,4,6,18,10,7,195.5,17,8,Seventysixers,89,18,2,10,22,25,89,35,18,17,14,11,8,-2,-10,-9,0,0,13,34,35,1,away,1,12,-5,17,19,5,12,5,2009
20091129,Thunder,91,19,10,9,27,13,75,36,19,20,18,17,3,7,-9,4,2,9,1,0,8,0,38,35,1,home,1,8,2,8,15,1,5,196.5,19,9,Rockets,100,17,9,4,23,4,94,38,19,18,17,8,-9,-4,-2,-9,0,1,23,48,46,1,away,3,13,-2,9,23,7,15,8,2009
20091130,Bucks,99,29,14,8,27,5,92,39,25,21,11,16,7,7,2,5,5,4,1,0,20,0,40,47,1,home,1,8,-4,11,26,10,5,195.0,10,8,Bulls,97,13,2,7,33,13,80,34,20,33,27,8,2,-5,-5,-4,0,1,18,44,51,3,away,-5,7,-4,6,8,2,14,6,2009
20091130,Jazz,120,28,32,5,30,19,77,45,22,25,23,17,1,7,27,9,25,13,0,0,5,0,56,35,1,home,4,14,2,6,14,7,1,207.0,12,9,Grizzlies,93,15,2,3,21,10,76,36,18,32,19,11,27,-9,-25,-13,0,0,9,44,30,0,away,-3,8,-1,16,9,2,15,6,2009
20091130,Mavericks,104,31,17,6,26,11,87,40,18,17,14,18,4,5,2,5,6,14,0,0,11,0,30,37,1,home,-3,9,-1,3,21,10,3,200.0,10,12,Seventysixers,102,13,1,4,36,27,91,37,19,27,24,12,2,-5,-6,-14,0,0,24,46,60,0,away,-1,8,-6,7,16,4,17,5,2009
20091130,Warriors,126,25,19,1,32,27,80,45,26,34,28,16,2,10,19,-8,2,-6,1,0,4,0,48,36,1,home,1,15,-2,10,19,8,4,227.0,22,5,Pacers,107,19,14,5,29,29,86,38,28,34,28,8,19,8,-2,6,0,1,14,58,43,2,away,2,10,-1,6,21,3,24,6,2009
20091201,Hornets,90,13,2,6,20,11,79,32,22,35,24,17,1,9,-18,-11,-22,-23,1,0,14,0,42,34,2,home,-1,6,4,13,11,2,2,179.5,11,7,Celtics,108,24,28,9,30,8,66,36,25,29,26,4,-18,11,22,23,0,1,8,38,38,1,away,-1,4,4,6,17,10,17,13,2009
20091201,Knicks,126,31,31,7,31,12,95,47,24,27,18,18,1,14,27,11,24,13,0,0,19,0,50,50,1,home,1,12,-5,9,31,14,5,227.0,10,3,Suns,99,18,2,4,28,6,77,35,20,32,25,3,27,-11,-24,-13,0,0,12,46,40,1,away,-2,4,4,7,17,4,17,14,2009
20091201,Lakers,110,26,23,4,32,6,73,38,14,33,28,17,2,3,11,4,21,20,0,1,2,0,48,34,1,home,1,11,6,9,22,6,3,202.0,16,13,Pelicans,99,27,2,1,30,8,86,41,26,15,13,10,11,-4,-21,-20,1,0,8,50,38,1,away,-1,9,-1,6,21,4,15,7,2009
20091201,Nuggets,135,30,28,9,39,21,95,52,24,32,28,18,2,5,28,-3,23,14,0,0,18,0,62,57,1,home,2,5,-1,6,14,3,4,233.5,15,12,Warriors,107,15,8,6,23,9,94,41,24,24,19,10,28,3,-23,-14,0,0,10,48,33,0,away,2,7,1,9,26,6,14,6,2009
20091201,Raptors,102,19,7,3,37,4,84,36,27,27,22,19,19,11,-4,-1,5,-1,0,0,13,0,40,50,1,home,1,2,-3,8,21,8,12,213.5,16,7,Wizards,106,20,7,6,32,13,84,40,21,32,20,10,-4,1,-5,1,0,0,11,40,43,2,away,1,10,-1,8,18,6,10,5,2009
20091201,Trailblazers,100,20,0,4,28,11,87,34,23,32,24,20,0,7,-7,-4,-16,-10,0,0,21,0,34,49,2,home,-1,5,-2,10,20,8,0,185.5,11,12,Heat,107,24,17,5,28,3,75,40,25,27,20,7,-7,4,16,10,0,0,6,36,34,1,away,2,5,-2,10,17,7,9,9,2009
20091202,Bulls,92,24,17,6,29,14,69,33,27,30,22,16,0,9,7,14,17,10,0,0,12,0,42,41,1,home,-6,6,-5,9,9,4,0,181.5,17,6,Pistons,85,17,0,1,23,13,78,30,28,31,21,11,7,-14,-17,-10,0,0,17,36,40,2,away,3,9,1,12,16,4,15,6,2009
20091202,Cavaliers,107,29,30,10,36,8,93,45,18,16,11,18,1,5,17,19,21,28,0,0,15,0,50,51,3,home,1,11,1,7,22,6,1,213.0,10,12,Suns,90,21,2,4,30,22,80,32,15,21,16,4,17,-19,-21,-28,0,0,11,32,41,0,away,-3,7,-1,7,23,10,16,14,2009
20091202,Clippers,85,18,5,2,26,14,75,34,16,19,16,19,11,10,-17,-1,-4,0,0,0,10,0,40,36,2,home,1,12,2,5,14,1,11,193.5,15,8,Rockets,102,20,20,0,27,14,75,38,18,17,14,8,-17,1,4,0,0,0,11,34,38,2,away,-1,4,1,5,23,12,18,9,2009
20091202,Hawks,146,37,34,6,36,26,88,52,26,39,31,18,4,5,31,7,30,21,0,0,15,0,62,51,2,home,-2,5,-1,8,21,11,8,213.0,9,12,Raptors,115,25,2,3,21,24,82,42,24,34,21,12,31,-7,-30,-21,0,0,8,46,29,0,away,2,5,-4,9,16,10,9,7,2009
20091202,Kings,110,28,12,3,29,13,81,41,23,25,19,17,14,8,5,-3,7,3,0,0,10,0,34,39,2,home,3,5,3,9,18,9,14,215.5,19,8,Pacers,105,12,10,2,27,16,92,40,26,25,18,9,5,3,-7,-3,0,0,22,44,49,1,away,-1,8,-2,8,22,7,18,6,2009
20091202,Magic,118,26,24,3,34,22,78,43,22,30,22,19,1,4,14,8,22,12,0,1,12,0,50,46,2,home,-3,10,3,6,30,10,3,209.5,18,14,Knicks,104,15,3,1,23,8,84,39,23,21,16,14,14,-8,-22,-12,1,0,13,34,36,0,away,2,11,1,5,24,10,18,4,2009
20091202,Nets,101,18,5,2,21,14,77,34,16,32,27,18,5,17,-16,0,-27,-27,0,0,7,0,40,28,2,home,-4,13,-17,8,18,6,6,189.5,13,0,Mavericks,117,29,31,6,32,26,75,44,24,25,21,5,-16,0,27,27,0,0,10,50,42,1,away,1,12,1,5,18,8,18,13,2009
20091202,Thunder,117,25,15,4,25,10,85,43,16,23,19,18,15,8,11,-4,6,-1,0,0,18,0,48,43,2,home,2,10,-1,7,24,12,8,198.0,14,9,Seventysixers,106,16,6,5,22,20,74,37,22,19,18,13,11,4,-6,1,0,0,7,36,29,1,away,-2,13,-7,5,23,14,15,5,2009
20091202,Timberwolves,95,21,11,3,32,17,74,37,28,25,17,18,1,15,-2,6,-4,8,1,0,7,0,42,39,2,home,-1,6,1,9,10,4,7,202.0,14,2,Grizzlies,97,18,6,4,27,17,75,34,18,32,23,12,-2,-6,4,-8,0,1,7,40,34,1,away,-4,13,-2,13,17,6,9,6,2009
20091202,Wizards,104,21,9,4,39,25,70,38,18,34,25,17,14,10,2,4,-1,-4,0,0,3,0,38,42,0,home,-1,6,1,9,10,3,11,197.0,17,6,Bucks,102,23,6,4,30,10,95,42,27,12,9,7,2,-4,1,4,0,0,6,34,36,1,away,2,5,1,10,27,9,9,9,2009
20091203,Nuggets,114,20,29,8,31,6,76,36,23,43,33,19,5,5,18,3,24,16,1,0,10,0,40,41,1,home,3,5,1,11,17,9,2,212.0,11,13,Heat,96,15,2,4,31,11,82,35,26,31,20,7,18,-3,-24,-16,0,1,14,34,45,1,away,-1,8,1,11,18,6,10,10,2009
20091203,Spurs,83,20,2,5,35,12,88,37,23,17,7,16,1,6,-7,-10,-11,-8,0,0,20,0,52,55,3,home,1,7,5,11,16,2,1,187.5,18,9,Celtics,90,22,15,8,30,12,78,36,20,19,14,4,-7,10,11,8,0,0,2,36,32,1,away,-2,7,5,10,18,4,12,14,2009
20091203,Warriors,109,29,10,5,27,22,91,41,25,20,16,18,12,11,-2,0,6,-7,1,0,10,0,38,37,1,home,-1,10,-1,8,23,11,13,221.5,17,6,Rockets,111,28,8,13,36,27,82,40,21,29,23,8,-2,0,-6,7,0,1,13,58,49,0,away,-2,11,2,8,23,8,23,10,2009
20091204,Cavaliers,101,27,19,5,27,10,76,39,14,31,17,19,4,5,14,5,15,1,1,0,17,0,46,44,1,home,2,5,2,5,18,6,5,190.0,11,13,Bulls,87,20,2,5,30,12,78,33,25,20,16,9,14,-5,-15,-1,0,1,12,20,42,1,away,1,6,1,9,9,5,11,7,2009
20091204,Grizzlies,98,17,20,4,32,17,85,39,13,15,11,20,6,12,16,-2,11,7,0,0,14,0,40,46,1,home,-5,7,1,9,17,9,4,206.0,14,7,Mavericks,82,21,6,9,28,17,91,32,15,10,10,5,16,2,-11,-7,0,0,18,36,46,1,away,-1,4,2,8,29,8,15,14,2009
20091204,Hawks,107,21,11,2,24,19,90,41,16,29,21,19,7,5,-7,-1,1,-13,0,1,18,0,64,42,1,home,1,6,1,9,23,4,5,216.0,6,13,Knicks,114,25,15,1,31,11,78,45,21,20,13,15,-7,1,-1,13,1,0,7,60,38,1,away,-1,6,-1,8,25,11,12,4,2009
20091204,Pelicans,98,28,12,8,33,13,78,39,17,21,12,19,13,11,9,-2,10,-2,0,0,7,0,44,40,2,home,-2,10,-2,7,21,8,6,200.0,16,7,Timberwolves,89,23,11,1,34,12,85,36,21,16,10,16,9,2,-10,2,0,0,16,40,50,1,away,1,9,-1,6,14,7,17,2,2009
20091204,Jazz,96,29,19,4,39,10,85,37,27,27,17,18,0,7,9,18,9,13,0,0,14,0,38,53,3,home,5,12,3,10,16,5,1,210.5,16,10,Pacers,87,20,0,3,35,16,68,27,26,34,25,10,9,-18,-9,-13,0,0,3,32,38,1,away,-2,7,-3,7,27,8,16,6,2009
20091204,Lakers,108,19,9,5,25,8,93,40,26,28,23,18,17,3,1,-2,0,3,0,0,18,0,56,43,2,home,2,7,7,9,17,5,11,199.0,7,14,Heat,107,21,4,5,33,2,76,37,25,42,27,8,1,2,0,-3,0,0,14,42,47,0,away,-2,4,-1,13,13,6,12,10,2009
20091204,Nets,97,20,9,6,29,19,87,34,23,29,24,19,10,18,6,-1,-1,-4,1,0,10,0,42,39,1,home,1,9,-18,9,15,5,11,181.0,7,0,Hornets,91,19,8,8,41,16,73,33,19,30,18,10,6,1,1,4,0,1,10,34,51,2,away,1,5,-1,11,16,7,18,7,2009
20091204,Pistons,105,28,17,5,41,18,68,39,22,33,23,19,1,12,9,11,11,8,1,0,5,0,46,46,1,home,-1,5,-1,10,14,4,3,186.5,20,6,Bucks,96,23,3,4,27,8,83,36,28,19,14,8,9,-11,-11,-8,0,1,3,20,30,1,away,-1,6,-1,5,30,10,9,9,2009
20091204,Thunder,87,11,3,3,24,4,68,32,22,26,20,19,4,8,-18,-11,-23,-11,0,0,6,0,34,30,1,home,3,8,1,2,17,3,0,191.0,16,10,Celtics,105,24,24,1,31,9,69,39,19,24,18,4,-18,11,23,11,0,0,9,48,40,0,away,-3,10,6,6,17,9,16,15,2009
20091204,Wizards,107,18,7,8,33,22,95,35,22,34,27,18,8,10,-2,-10,0,-7,0,1,19,0,18,52,1,home,1,10,2,11,29,10,6,216.0,9,7,Raptors,109,25,15,3,35,16,91,41,28,23,18,13,-2,10,0,7,1,0,14,38,49,1,away,-1,5,-5,10,25,9,17,7,2009
20091205,Hornets,106,24,8,5,33,16,78,38,22,26,21,19,14,11,1,6,-8,1,1,0,11,0,44,44,0,home,-1,6,-2,5,17,9,9,187.0,17,7,Seventysixers,105,19,10,10,27,11,91,39,18,26,19,14,1,-6,8,-1,0,1,14,30,41,2,away,-3,6,-8,14,19,8,13,5,2009
20091205,Bulls,78,15,2,5,21,10,77,30,22,24,14,18,4,10,-32,-21,-29,-20,1,0,11,0,34,32,0,home,-1,6,-1,11,20,4,3,206.5,14,7,Raptors,110,27,36,4,35,13,83,40,22,26,23,13,-32,21,29,20,0,1,18,32,53,0,away,-2,8,1,7,21,7,13,8,2009
20091205,Clippers,88,15,16,6,39,14,83,29,21,31,26,20,2,11,16,4,7,2,1,0,19,0,36,58,2,home,2,10,-1,9,16,4,3,200.5,21,8,Pacers,72,19,2,5,30,10,72,27,27,19,13,11,16,-4,-7,-2,0,1,4,30,34,0,away,-3,7,-4,9,21,5,20,6,2009
20091205,Mavericks,75,18,4,14,39,8,67,25,20,24,17,21,2,6,-5,-8,-4,-1,0,0,7,0,10,46,0,home,-2,3,-1,8,24,8,9,204.0,16,14,Hawks,80,16,13,3,34,5,89,32,22,22,14,6,-5,8,4,1,0,0,16,34,50,0,away,2,9,-1,10,13,2,8,13,2009
20091205,Spurs,99,16,11,8,26,14,70,33,23,31,26,17,3,7,-7,7,1,6,0,0,5,0,44,31,1,home,2,7,-1,10,21,7,1,205.5,19,9,Nuggets,106,13,7,9,27,11,79,38,22,33,26,5,-7,-7,-1,-6,0,0,11,36,38,1,away,4,10,2,11,9,4,14,14,2009
20091205,Suns,115,15,11,4,26,6,88,38,21,34,28,20,17,5,8,9,-1,5,0,0,17,0,36,43,2,home,-4,6,-2,11,24,11,16,225.5,9,14,Kings,107,18,3,4,30,9,90,39,25,29,20,8,8,-9,1,-5,0,0,18,44,48,2,away,4,8,4,14,23,9,10,9,2009
20091205,Timberwolves,108,19,9,4,33,21,77,44,19,24,16,20,15,17,7,-2,0,-3,0,0,8,0,58,41,0,home,-1,10,-2,8,9,4,5,197.0,13,2,Jazz,101,28,14,0,24,14,86,43,19,17,13,7,7,2,0,3,0,0,12,52,36,0,away,6,8,4,3,16,2,14,11,2009
20091205,Trailblazers,90,12,4,2,31,5,67,32,27,26,22,21,28,8,1,0,-1,-3,1,1,6,0,30,37,3,home,1,3,-3,5,12,4,15,190.5,12,12,Rockets,89,16,12,2,24,4,77,34,22,23,17,8,1,0,1,3,1,1,11,48,35,1,away,-3,3,3,11,17,4,8,11,2009
20091205,Warriors,118,24,6,2,22,25,89,42,28,36,30,19,2,12,-8,-9,3,-8,0,0,10,0,30,32,1,home,1,9,-2,15,15,4,3,221.0,15,6,Magic,126,25,16,4,31,13,74,39,29,41,36,4,-8,9,-3,8,0,0,7,40,38,2,away,1,8,4,8,26,12,16,15,2009
20091206,Bucks,86,11,11,4,27,14,93,35,21,16,12,19,1,9,-15,-4,-18,-19,0,0,11,0,46,38,1,home,-2,6,-2,11,20,4,1,195.0,12,9,Cavaliers,101,21,27,6,40,8,74,35,19,27,25,5,-15,4,18,19,0,0,8,40,48,1,away,3,8,3,6,10,6,18,14,2009
20091206,Kings,102,19,4,1,22,12,79,37,24,32,20,19,3,9,-13,-5,-11,-15,0,0,12,0,44,34,0,home,-1,6,-1,14,22,8,2,205.0,17,9,Heat,115,30,19,8,27,8,70,41,21,31,26,9,-13,5,11,15,0,0,6,36,33,1,away,-3,8,-2,7,19,7,13,10,2009
20091206,Knicks,106,20,10,2,33,7,77,36,15,34,28,21,16,15,9,-4,7,-8,0,1,15,0,50,48,1,home,-2,5,1,5,15,6,9,204.0,15,5,Nets,97,23,13,8,25,11,80,40,26,15,12,18,9,4,-7,8,1,0,7,46,32,1,away,2,8,1,5,16,5,14,1,2009
20091206,Lakers,108,20,23,3,30,13,81,38,15,26,22,19,0,3,20,3,21,10,0,1,12,0,40,42,1,home,3,8,8,7,21,10,2,222.0,11,15,Suns,88,21,0,4,27,12,83,37,20,11,10,5,20,-3,-21,-10,1,0,10,36,37,0,away,1,6,1,8,13,4,14,15,2009
20091206,Pistons,98,22,12,1,26,6,82,35,23,36,24,20,3,12,4,5,2,3,0,1,15,0,38,41,1,home,1,8,1,18,20,4,8,189.0,11,7,Wizards,94,15,4,7,29,15,78,34,27,23,20,11,4,-5,-2,-3,1,0,12,30,41,1,away,2,4,-1,6,21,6,17,7,2009
20091207,Jazz,104,29,12,3,23,15,79,42,19,15,13,20,10,8,3,-7,10,-8,0,2,9,0,52,32,1,home,-1,8,-1,6,11,7,4,194.0,13,11,Spurs,101,19,15,4,26,9,70,34,16,31,24,8,3,7,-10,8,2,0,7,32,33,1,away,3,6,-2,11,22,9,15,9,2009
20091207,Knicks,93,20,23,6,25,9,78,32,19,24,16,22,4,15,9,0,23,11,0,0,12,0,24,37,0,home,1,8,2,9,26,13,4,201.5,12,6,Trailblazers,84,13,5,3,33,9,66,31,25,25,21,8,9,0,-23,-11,0,0,8,34,41,1,away,2,9,1,6,8,1,18,13,2009
20091207,Seventysixers,83,15,10,8,30,14,87,35,21,9,8,21,1,15,-10,6,2,3,0,0,17,0,42,47,1,home,-4,7,-9,4,19,5,3,215.5,13,5,Nuggets,93,20,16,2,30,25,74,29,17,26,24,5,-10,-6,-2,-3,0,0,11,26,41,1,away,-1,7,3,8,18,11,15,15,2009
20091207,Thunder,104,21,19,3,42,24,83,35,19,35,29,20,7,9,16,-1,12,1,0,0,15,0,48,57,2,home,4,10,-1,4,16,5,4,221.5,18,10,Warriors,88,12,9,4,34,17,76,33,24,22,18,13,16,1,-12,-1,0,0,3,38,37,1,away,2,8,-3,3,13,4,20,6,2009
