date,team,points,assists,biggest lead,blocks,defensive rebounds,fast break points,field goals attempted,field goals made,fouls,free throws attempted,free throws made,game number,lead changes,losses,margin,margin after the first,margin after the third,margin at the half,matchup losses,matchup wins,offensive rebounds,playoffs,points in the paint,rebounds,rest,site,site streak,steals,streak,team rebounds,three pointers attempted,three pointers made,times tied,total,turnovers,wins,o:team,o:points,o:assists,o:biggest lead,o:blocks,o:defensive rebounds,o:fast break points,o:field goals attempted,o:field goals made,o:fouls,o:free throws attempted,o:free throws made,o:losses,margin,o:margin after the first,o:margin after the third,o:margin at the half,o:matchup losses,o:matchup wins,o:offensive rebounds,o:points in the paint,o:rebounds,o:rest,o:site,o:site streak,o:steals,o:streak,o:team rebounds,o:three pointers attempted,o:three pointers made,o:turnovers,o:wins,season
20150109,Nets,88,21,13,3,33,9,73,33,19,27,19,36,3,19,-2,9,7,1,0,2,9,0,42,42,1,home,2,8,-3,12,16,3,4,191.0,17,16,Seventysixers,90,22,4,4,27,12,79,36,22,17,10,29,-2,-9,-7,-1,2,0,11,44,38,1,away,2,15,-1,6,17,8,14,5,2014
20150109,Pacers,107,21,13,9,40,4,92,34,18,34,30,38,6,23,4,8,5,9,1,0,16,0,30,56,1,home,-4,5,-1,12,23,9,5,197.0,16,14,Celtics,103,25,3,7,37,15,103,41,27,16,11,21,4,-8,-5,-9,0,1,13,42,50,1,away,-1,10,1,11,34,10,10,12,2014
20150109,Pelicans,106,21,14,10,34,15,81,37,20,26,22,36,0,18,11,12,11,13,1,0,13,0,44,47,1,home,-1,3,-2,3,20,10,0,196.5,10,17,Grizzlies,95,17,0,4,31,9,82,36,18,22,17,10,11,-12,-11,-13,0,1,13,44,44,1,away,-1,7,-1,5,17,6,10,25,2014
20150109,Pistons,103,24,4,3,35,20,96,38,19,18,14,36,1,23,-3,-9,-15,-19,1,0,11,0,36,46,1,home,-2,9,7,7,43,13,2,206.0,7,12,Hawks,106,27,23,3,43,9,82,40,13,24,16,8,-3,9,15,19,0,1,6,46,49,1,away,1,3,6,10,23,10,14,27,2014
20150109,Spurs,100,28,14,2,33,3,89,38,20,18,13,37,4,15,5,11,-10,6,1,0,7,0,50,40,2,home,3,12,-1,9,23,11,1,210.5,15,21,Suns,95,23,12,6,39,29,83,37,20,21,14,16,5,-11,10,-6,0,1,9,32,48,1,away,-2,10,4,12,26,7,19,22,2014
20150109,Thunder,99,25,5,5,29,25,91,42,18,9,8,37,5,19,5,0,-2,-6,1,1,9,0,42,38,1,home,-2,12,-2,8,21,7,9,198.0,14,17,Jazz,94,22,8,11,35,11,74,36,14,22,15,23,5,0,2,6,1,1,9,44,44,1,away,-1,12,1,5,21,7,20,13,2014
20150109,Warriors,112,35,18,8,35,36,86,43,20,17,16,34,9,5,18,-2,8,6,0,0,9,0,40,44,1,home,5,9,5,6,30,10,12,208.5,13,28,Cavaliers,94,13,6,1,31,3,86,35,14,23,17,17,18,2,-8,-6,0,0,14,28,45,1,away,1,8,-3,6,23,7,14,19,2014
20150109,Wizards,102,27,20,7,36,20,86,41,18,19,12,36,1,11,16,17,12,18,1,0,12,0,36,48,1,home,1,9,2,7,15,8,1,196.0,13,24,Bulls,86,16,2,8,35,12,83,32,15,19,12,11,16,-17,-12,-18,0,1,11,34,46,1,away,5,9,-1,9,26,10,16,25,2014
20150110,Bulls,95,24,13,5,29,2,88,35,18,24,21,38,2,12,8,10,6,9,0,1,22,0,38,51,0,home,-1,5,-2,13,17,4,0,194.0,12,25,Bucks,87,19,1,10,25,10,81,36,24,16,12,18,8,-10,-6,-9,1,0,12,38,37,0,away,1,9,2,4,11,3,11,20,2014
20150110,Clippers,120,31,26,5,38,19,88,46,17,21,15,37,6,12,20,6,16,8,0,0,9,0,38,47,2,home,7,8,1,7,31,13,8,214.0,10,24,Mavericks,100,29,2,2,32,12,86,38,18,17,12,11,20,-6,-16,-8,0,0,8,30,40,2,away,1,4,-1,7,30,12,11,26,2014
20150110,Knicks,82,17,4,4,25,11,85,33,24,9,8,40,3,34,-28,-3,-45,-31,1,1,4,0,18,29,1,home,1,9,-14,6,29,8,5,189.0,12,5,Hornets,110,18,45,5,40,8,78,39,14,33,25,24,-28,3,45,31,1,1,11,40,51,1,away,-1,8,4,14,16,7,15,14,2014
20150110,Pistons,98,27,12,3,35,21,80,34,10,26,19,37,10,24,5,1,5,0,2,0,9,0,36,44,0,home,1,8,-1,5,33,11,6,196.0,10,12,Nets,93,25,3,2,37,6,88,37,23,10,10,20,5,-1,-5,0,0,2,9,44,46,0,away,3,6,-4,9,31,9,13,16,2014
20150110,Raptors,109,23,20,10,33,14,91,41,20,19,14,36,7,11,13,-7,17,4,0,1,15,0,54,48,1,home,1,8,-4,5,30,13,8,208.0,13,24,Celtics,96,23,9,3,34,17,83,39,21,20,12,22,13,7,-17,-4,1,0,9,42,43,0,away,-2,7,-1,11,18,6,18,12,2014
20150110,Rockets,97,24,21,3,25,28,77,33,20,21,18,37,8,11,15,0,21,9,0,1,8,0,30,33,1,home,-3,16,2,9,34,13,6,195.5,20,25,Jazz,82,20,5,6,32,11,70,29,17,21,19,24,15,0,-21,-9,1,0,9,36,41,0,away,-2,15,-1,7,17,5,27,13,2014
20150110,Seventysixers,93,21,8,12,32,21,80,32,31,25,18,36,15,29,1,-2,2,-6,1,0,12,0,38,44,0,home,-1,4,1,12,24,11,6,188.5,16,6,Pacers,92,16,9,5,35,15,87,29,27,42,30,23,1,2,-2,6,0,1,19,28,54,0,away,1,9,1,15,18,4,13,15,2014
20150110,Timberwolves,93,17,2,4,35,16,81,32,18,26,26,36,4,30,-15,-9,-20,-15,2,0,7,0,50,42,0,home,-1,7,-14,3,15,3,7,201.0,13,5,Spurs,108,21,20,2,36,19,84,41,19,20,17,15,-15,9,20,15,0,2,9,46,45,0,away,4,9,1,5,24,9,11,22,2014
20150110,Trailblazers,103,22,19,8,37,17,76,36,17,26,21,37,18,8,11,13,2,5,0,0,6,0,36,43,1,home,6,6,2,7,26,10,13,195.0,20,28,Magic,92,22,4,0,32,17,92,37,22,20,15,26,11,-13,-2,-5,0,0,17,48,49,0,away,-2,10,-5,6,21,3,16,13,2014
20150111,Clippers,90,17,13,2,21,6,75,34,24,18,13,38,3,12,-14,-1,-10,-9,0,1,6,0,40,27,0,home,8,4,2,8,26,9,3,200.0,13,25,Heat,104,28,15,5,31,9,81,39,20,24,20,21,-14,1,10,9,1,0,15,46,46,2,away,-1,8,-1,11,21,6,12,15,2014
20150111,Grizzlies,122,24,16,8,43,13,100,48,25,24,17,37,5,11,12,7,9,10,0,1,11,0,52,54,1,home,-2,7,-2,15,21,9,4,208.5,24,25,Suns,110,20,2,7,37,25,100,42,27,23,18,17,12,-7,-9,-10,1,0,9,46,46,1,away,-3,14,-1,7,35,8,20,22,2014
20150111,Hawks,120,34,31,3,29,21,89,42,15,24,20,37,0,8,31,12,10,5,0,1,13,0,42,42,1,home,-1,14,7,8,31,16,2,195.0,8,28,Wizards,89,25,0,7,31,11,76,36,16,15,12,11,31,-12,-10,-5,1,0,8,34,39,1,away,2,5,3,5,20,5,19,25,2014
20150111,Kings,103,20,27,4,38,17,86,42,11,17,13,37,4,21,19,1,21,15,0,0,7,0,40,45,1,home,2,8,-1,9,17,6,6,205.0,4,15,Cavaliers,84,18,2,6,35,5,78,33,18,12,7,18,19,-1,-21,-15,0,0,6,30,41,1,away,-1,2,-4,3,32,11,14,19,2014
20150111,Lakers,94,29,3,4,38,14,81,36,22,19,15,38,14,25,-12,-3,-3,-5,1,0,7,0,44,45,1,home,1,2,1,3,22,7,11,204.5,13,12,Trailblazers,106,28,14,0,37,12,86,41,18,17,11,8,-12,3,3,5,0,1,6,38,43,0,away,7,5,3,9,31,13,11,29,2014
20150112,Bulls,114,25,1,5,32,6,84,41,20,33,24,39,4,12,-7,-8,-15,-8,0,1,11,0,40,43,1,home,1,6,1,9,27,8,1,191.0,14,26,Magic,121,28,17,3,32,12,81,48,25,29,18,27,-7,8,15,8,1,0,2,58,34,1,away,-3,10,-6,10,18,7,10,13,2014
20150112,Celtics,108,24,8,5,27,15,88,37,23,31,26,36,14,23,8,0,-4,0,0,0,17,0,42,44,1,home,-3,8,-2,9,24,8,12,205.0,11,12,Pelicans,100,20,6,6,29,10,75,31,23,37,32,18,8,0,4,0,0,0,16,40,45,2,away,1,7,1,7,15,6,18,18,2014
20150112,Nets,99,18,1,4,30,17,84,39,18,18,16,38,4,21,-14,-9,-16,-8,0,0,11,0,46,41,1,home,-1,7,-5,8,21,5,0,195.0,16,16,Rockets,113,22,23,2,30,12,86,41,18,20,15,11,-14,9,16,8,0,0,12,40,42,1,away,1,9,3,6,40,16,14,26,2014
20150112,Raptors,111,29,14,7,32,13,87,47,20,14,10,37,10,11,-3,12,1,12,0,1,10,0,68,42,1,home,2,4,1,7,27,7,10,208.0,18,25,Pistons,114,24,4,4,29,11,96,41,15,31,25,24,-3,-12,-1,-12,1,0,17,56,46,1,away,2,10,1,10,21,7,8,13,2014
20150113,Jazz,105,14,7,7,33,3,81,39,18,24,20,39,3,25,-11,1,-17,0,1,0,11,0,46,44,2,home,-3,7,-2,9,21,7,4,203.0,15,13,Warriors,116,32,20,5,25,22,91,46,16,13,11,5,-11,-1,17,0,0,1,6,48,31,3,away,6,10,6,9,25,13,9,29,2014
20150113,Kings,104,22,10,2,47,20,86,38,26,34,27,38,8,21,-4,4,3,3,1,0,12,0,54,59,1,home,3,7,1,9,18,1,9,213.0,20,16,Mavericks,108,23,7,4,32,18,100,43,25,23,16,12,-4,-4,-3,-3,0,1,12,46,44,2,away,-1,12,-2,7,24,6,10,26,2014
20150113,Lakers,75,20,0,3,33,11,92,29,14,18,13,39,0,26,-3,-10,-8,-10,0,0,13,0,40,46,1,home,2,10,-1,12,23,4,0,197.0,12,12,Heat,78,23,18,11,43,6,78,33,16,15,10,21,-3,10,8,10,0,0,9,58,52,1,away,-2,7,1,8,16,2,18,16,2014
20150113,Pacers,101,22,9,5,31,13,80,39,19,30,18,40,11,24,-9,-4,6,6,0,1,10,0,42,41,2,home,-1,9,-1,16,18,5,11,195.5,17,15,Timberwolves,110,22,9,3,27,5,87,41,23,19,18,31,-9,4,-6,-6,1,0,7,34,34,2,away,1,11,-15,9,20,10,15,5,2014
20150113,Seventysixers,87,20,3,6,23,16,76,31,22,25,16,37,3,29,-18,-5,-19,-12,1,0,12,0,36,35,2,home,1,8,2,11,25,9,5,195.5,18,7,Hawks,105,34,24,3,32,19,87,42,17,16,9,8,-18,5,19,12,0,1,15,46,47,1,away,1,6,8,13,23,12,16,29,2014
20150113,Suns,107,23,19,2,25,14,76,40,20,27,20,41,10,18,7,7,6,8,0,0,9,0,44,34,1,home,-4,10,-2,10,20,7,5,212.0,11,22,Cavaliers,100,16,2,1,26,8,82,36,21,20,15,19,7,-7,-6,-8,0,0,16,38,42,1,away,-2,7,-5,8,35,13,19,19,2014
20150113,Wizards,101,20,11,7,40,12,75,37,14,24,21,38,11,12,8,7,3,3,1,0,8,0,36,48,1,home,-1,4,-1,6,12,6,3,194.0,15,25,Spurs,93,26,4,4,26,2,96,38,17,12,8,15,8,-7,-3,-3,0,1,8,44,34,2,away,-1,3,2,15,29,9,7,23,2014
20150114,Bulls,99,18,11,5,25,2,79,34,21,24,18,40,7,13,-6,6,-7,6,1,1,8,0,36,33,1,home,2,10,-1,7,27,13,6,196.0,12,26,Wizards,105,29,11,4,33,10,78,40,24,25,20,12,-6,-6,7,-6,1,1,10,28,43,0,away,1,4,1,11,15,5,15,26,2014
20150114,Celtics,91,22,2,2,27,5,83,34,23,14,12,37,5,23,-14,0,-15,-12,1,0,13,0,38,40,1,home,1,5,1,9,33,11,5,203.0,16,13,Hawks,105,23,19,7,29,19,73,36,12,27,23,8,-14,0,15,12,0,1,6,36,35,0,away,-1,13,9,8,29,10,12,30,2014
20150114,Hornets,93,15,7,10,33,17,86,33,18,35,23,40,1,24,-5,-4,-8,-12,0,0,15,0,46,48,3,home,-2,4,5,15,13,4,1,191.0,10,15,Spurs,98,27,16,11,36,4,85,37,27,20,16,16,-5,4,8,12,0,0,6,42,42,0,away,-2,7,-1,12,21,8,12,23,2014
20150114,Magic,120,22,12,1,29,12,90,44,19,26,23,42,18,27,7,10,-1,3,0,0,10,0,54,39,1,home,-4,14,1,12,26,9,9,200.0,15,14,Rockets,113,26,4,6,28,25,83,42,19,23,20,11,7,-10,1,-3,0,0,10,64,38,1,away,-1,11,4,4,26,9,20,27,2014
20150114,Nets,92,19,6,1,30,16,75,36,25,12,10,39,5,22,-11,-9,-17,-6,0,0,6,0,40,36,1,home,1,5,-6,8,26,10,2,190.5,18,16,Grizzlies,103,18,19,3,27,14,83,39,19,29,22,11,-11,9,17,6,0,0,14,66,41,2,away,1,13,1,7,17,3,9,26,2014
20150114,Nuggets,114,25,19,7,40,13,82,41,25,35,28,38,1,20,7,4,12,9,0,0,11,0,48,51,4,home,-1,6,4,8,19,4,3,212.0,16,17,Mavericks,107,24,5,5,29,10,100,41,25,20,16,12,7,-4,-12,-9,0,0,10,48,39,0,away,-2,8,1,13,37,9,8,27,2014
20150114,Pistons,94,23,0,10,27,16,73,34,16,23,18,39,0,24,-11,-4,-17,-22,0,0,3,0,48,30,1,home,-1,8,2,3,22,8,0,203.0,7,14,Pelicans,105,23,24,7,36,11,80,39,18,23,19,19,-11,4,17,22,0,0,11,46,47,1,away,-1,4,-1,9,21,8,12,18,2014
20150114,Raptors,100,26,20,2,39,9,82,38,24,22,14,38,0,12,16,15,10,4,0,1,10,0,40,49,1,home,3,7,-1,9,29,10,0,202.0,17,25,Seventysixers,84,13,0,8,34,17,80,31,22,31,19,30,16,-15,-10,-4,1,0,11,44,45,0,away,2,10,-1,10,19,3,12,7,2014
20150114,Trailblazers,94,22,6,1,37,2,87,35,18,20,18,39,3,8,-6,-6,0,-1,1,0,11,0,28,48,2,home,-1,5,4,7,26,6,8,207.0,12,30,Clippers,100,20,9,2,37,14,88,37,22,19,18,13,-6,6,0,1,0,1,7,24,44,2,away,9,9,-1,7,23,8,7,25,2014
20150114,Warriors,104,29,19,5,26,17,81,38,21,19,15,36,1,5,15,8,18,17,0,1,10,0,38,36,0,home,-1,5,7,5,29,13,1,201.0,13,30,Heat,89,19,4,4,30,4,71,30,19,27,23,21,15,-8,-18,-17,1,0,11,30,41,0,away,-3,5,2,10,18,6,17,17,2014
20150115,Bucks,95,21,26,2,30,18,72,28,17,42,31,40,0,19,16,18,26,19,0,2,14,0,28,44,4,home,-1,13,-1,12,18,8,0,198.0,15,20,Knicks,79,22,0,6,31,14,68,28,32,20,15,35,16,-18,-26,-19,2,0,5,16,36,4,away,2,5,-15,8,22,8,21,5,2014
20150115,Lakers,102,26,8,1,27,9,76,39,26,23,16,40,16,27,-7,0,-4,4,0,0,8,0,38,35,1,home,3,4,-2,10,24,8,11,207.0,11,12,Cavaliers,109,14,11,3,27,11,79,37,15,36,26,20,-7,0,4,-4,0,0,13,40,40,1,away,-3,8,-6,11,31,9,9,19,2014
20150115,Rockets,112,25,26,3,30,10,86,41,19,19,14,40,1,12,11,22,13,11,0,1,11,0,46,41,0,home,-2,12,-1,6,36,16,1,209.0,12,27,Thunder,101,25,4,9,33,19,81,35,19,28,20,19,11,-22,-13,-11,1,0,10,40,43,5,away,1,8,1,14,29,11,17,18,2014
20150116,Celtics,103,29,6,4,34,11,85,42,16,16,14,38,9,24,-16,2,-2,3,2,1,11,0,42,45,1,home,2,5,-1,4,16,5,6,202.5,13,13,Bulls,119,28,18,6,28,18,89,48,14,12,10,14,-16,-2,2,-3,1,2,8,48,36,1,away,3,12,-2,3,25,13,7,26,2014
20150116,Clippers,121,26,9,1,26,32,91,43,21,36,25,40,16,13,-5,5,3,3,0,0,17,0,52,43,1,home,-1,9,1,7,29,10,11,207.5,13,26,Cavaliers,126,23,10,3,32,24,83,46,30,31,24,20,-5,-5,-3,-3,0,0,12,54,44,0,away,-4,9,1,9,23,10,19,20,2014
20150116,Jazz,94,24,11,7,26,17,85,36,21,10,10,40,12,26,9,5,7,1,0,0,12,0,42,38,2,home,1,11,-3,3,31,12,7,195.0,12,13,Lakers,85,7,4,5,34,9,65,31,9,27,20,28,9,-5,-7,-1,0,0,8,36,42,0,away,4,6,-3,7,7,3,19,12,2014
20150116,Kings,83,20,3,1,29,7,75,32,20,14,12,39,10,22,-12,-4,-14,-8,0,0,6,0,32,35,2,home,4,3,-1,7,16,7,7,192.0,15,16,Heat,95,26,20,6,32,17,74,35,15,21,17,22,-12,4,14,8,0,0,6,28,38,1,away,-4,9,-1,8,17,8,9,17,2014
20150116,Magic,96,22,7,4,34,6,79,36,22,20,15,43,7,27,-10,1,-7,1,0,0,5,0,42,39,1,home,1,5,2,7,24,9,10,196.0,15,15,Grizzlies,106,27,11,5,38,16,87,40,19,29,23,11,-10,-1,7,-1,0,0,9,58,47,1,away,-1,8,2,8,14,3,11,27,2014
20150116,Mavericks,97,22,16,2,42,20,79,33,23,29,23,41,0,13,8,5,8,7,1,0,10,0,34,52,1,home,-3,7,-1,4,25,8,0,215.5,14,27,Nuggets,89,23,0,3,39,28,83,34,27,25,12,20,8,-5,-8,-7,0,1,13,38,52,1,away,1,6,5,6,25,9,15,18,2014
20150116,Pacers,96,22,11,4,32,10,89,40,20,12,10,41,8,25,-2,-4,-3,2,1,0,12,0,48,44,2,home,1,8,-2,7,18,6,7,195.5,12,15,Pistons,98,17,9,5,34,13,85,32,17,24,21,25,-2,4,3,-2,0,1,15,34,49,1,away,1,6,-1,7,31,13,15,14,2014
20150116,Raptors,89,20,1,3,23,11,82,35,16,17,13,39,4,12,-21,-5,-17,-14,0,2,12,0,42,35,1,home,4,7,1,12,25,6,0,206.5,17,26,Hawks,110,30,26,6,28,13,69,42,17,16,14,8,-21,5,17,14,2,0,4,46,32,1,away,-2,7,10,1,23,12,17,31,2014
20150116,Seventysixers,96,22,19,10,30,10,80,36,20,27,17,39,0,31,15,11,14,3,0,0,9,0,42,39,1,home,-1,12,-2,8,22,7,0,192.0,8,7,Pelicans,81,17,0,6,40,17,75,29,19,29,19,19,15,-11,-14,-3,0,0,15,42,55,1,away,-2,5,1,8,17,4,18,19,2014
20150116,Spurs,110,34,23,4,34,17,94,42,18,17,15,41,1,16,14,7,12,8,2,0,15,0,38,49,1,home,-3,12,1,7,29,11,1,199.5,12,24,Trailblazers,96,20,2,6,30,6,74,37,15,20,16,9,14,-7,-12,-8,0,2,2,28,32,1,away,1,6,-1,7,19,6,16,30,2014
20150116,Suns,110,18,16,5,31,8,87,48,16,11,9,42,8,18,11,5,11,3,0,1,15,0,64,46,2,home,1,5,1,3,15,5,2,216.5,16,23,Timberwolves,99,26,3,3,23,10,91,42,14,12,7,31,11,-5,-11,-3,1,0,13,54,36,2,away,-1,6,1,10,22,8,10,6,2014
20150116,Thunder,127,27,16,2,38,17,97,51,21,19,15,39,7,20,12,-2,7,9,3,0,16,0,58,54,0,home,-1,8,-1,3,22,10,6,216.5,14,18,Warriors,115,24,6,2,30,15,92,42,14,28,22,5,12,2,-7,-9,0,3,13,48,43,1,away,1,10,8,6,24,9,14,31,2014
20150116,Wizards,80,23,6,5,29,10,73,31,26,16,14,40,11,12,-22,6,-13,-3,0,0,8,0,34,37,1,home,-1,6,2,8,17,4,7,190.5,19,27,Nets,102,18,24,4,31,10,81,37,19,31,24,23,-22,-6,13,3,0,0,8,46,39,1,away,2,12,-7,11,12,4,10,16,2014
20150117,Bulls,99,25,0,5,36,12,80,37,21,20,16,42,0,14,-8,-8,-9,-9,1,0,7,0,42,43,0,home,-1,5,1,6,26,9,3,200.0,13,27,Hawks,107,31,15,7,31,13,84,40,19,21,16,8,-8,8,9,9,0,1,9,34,40,0,away,-3,10,11,7,26,11,9,32,2014
20150117,Grizzlies,102,21,20,4,39,2,77,39,18,24,16,40,2,11,4,7,8,18,0,1,11,0,38,50,0,home,-2,4,3,9,15,8,2,197.0,14,28,Trailblazers,98,20,1,5,25,4,93,36,22,15,13,10,4,-7,-8,-18,1,0,15,32,40,0,away,-1,7,-2,6,36,13,7,30,2014
20150117,Hornets,80,16,10,5,44,10,101,31,16,25,16,41,6,25,9,-4,-1,-3,1,0,14,0,36,58,2,home,1,7,-1,14,15,2,11,186.0,7,15,Pacers,71,18,6,10,49,4,84,30,23,13,9,26,9,4,1,3,0,1,7,32,56,0,away,2,5,-3,9,21,2,19,15,2014
20150117,Kings,108,18,8,2,32,8,89,41,25,26,21,40,16,23,-9,0,-5,0,0,1,22,0,44,54,0,home,5,3,-2,9,18,5,11,209.5,17,16,Clippers,117,24,13,6,23,11,92,44,22,31,20,14,-9,0,5,0,1,0,11,54,34,0,away,1,7,-1,15,28,9,5,26,2014
20150117,Nets,90,17,7,0,29,4,82,36,20,18,14,41,8,23,-9,3,-7,1,0,1,11,0,40,40,0,home,-1,6,1,4,17,4,8,190.0,10,17,Wizards,99,23,9,5,36,11,77,40,15,27,14,13,-9,-3,7,-1,1,0,13,40,49,0,away,1,7,-1,7,16,5,13,27,2014
20150117,Nuggets,105,21,9,4,26,11,92,38,20,22,19,40,7,21,-8,-12,-2,3,0,2,13,0,40,39,0,home,-1,10,-1,7,31,10,6,211.5,10,18,Timberwolves,113,24,14,5,35,5,80,43,18,21,19,32,-8,12,2,-3,2,0,8,46,43,0,away,-2,6,-1,7,19,8,15,6,2014
20150117,Pistons,107,27,24,5,29,17,88,38,16,19,16,41,0,25,18,10,19,19,1,0,18,0,40,47,0,home,-1,16,1,5,35,15,0,195.0,16,15,Seventysixers,89,24,0,5,32,10,82,38,16,7,6,31,18,-10,-19,-19,0,1,10,46,42,0,away,1,10,1,4,28,7,22,8,2014
20150117,Rockets,106,22,6,2,29,16,88,37,24,34,25,41,13,12,-25,0,-22,-5,2,0,10,0,56,39,1,home,1,10,1,11,23,7,11,214.5,17,28,Warriors,131,32,31,11,37,23,91,50,21,33,22,6,-25,0,22,5,0,2,12,64,49,0,away,-1,11,-1,13,22,9,14,31,2014
20150118,Magic,99,18,0,2,23,8,88,35,29,27,21,44,0,28,-28,-17,-27,-34,0,0,10,0,46,33,1,home,2,9,-1,8,23,8,0,212.5,18,15,Thunder,127,28,38,5,44,16,83,48,24,32,22,20,-28,17,27,34,0,0,10,56,54,1,away,1,12,1,9,25,9,20,19,2014
20150118,Raptors,93,18,12,5,30,15,72,31,18,29,24,40,2,13,-2,-7,7,-14,0,0,7,0,34,37,1,home,5,9,-1,7,25,7,6,203.5,15,26,Pelicans,95,19,16,2,30,11,82,39,20,20,12,20,-2,7,-7,14,0,0,11,62,41,1,away,-3,8,-1,12,17,5,17,19,2014
20150118,Spurs,89,23,28,6,38,2,80,31,14,23,19,42,0,16,20,8,19,16,1,0,11,0,32,49,1,home,1,8,2,5,17,8,0,193.5,10,25,Jazz,69,23,0,13,36,16,84,28,17,16,10,26,20,-8,-19,-16,0,1,12,40,48,1,away,2,7,1,13,10,3,12,14,2014
20150119,Bucks,89,22,7,5,32,18,76,34,22,25,16,41,9,19,-3,3,-6,-9,1,0,11,0,44,43,3,home,1,12,1,9,18,5,8,197.5,16,21,Raptors,92,17,10,5,34,11,90,36,20,24,14,14,-3,-3,6,9,0,1,20,42,54,0,away,6,9,-2,9,24,6,15,26,2014
20150119,Cavaliers,108,20,25,4,34,13,90,41,19,25,18,42,0,20,14,5,22,15,0,1,20,0,46,54,2,home,-5,5,2,9,18,8,1,205.0,12,21,Bulls,94,12,0,9,29,7,80,30,16,32,26,15,14,-5,-22,-15,1,0,11,30,40,1,away,1,5,-1,9,16,8,8,27,2014
20150119,Clippers,102,27,23,10,34,10,82,39,14,19,15,42,0,14,9,6,12,10,0,0,10,0,36,44,1,home,-1,6,1,7,21,9,1,212.0,11,27,Celtics,93,24,0,2,31,10,84,33,14,21,15,25,9,-6,-12,-10,0,0,12,30,43,2,away,3,6,-2,10,29,12,13,13,2014
20150119,Grizzlies,95,17,2,4,33,15,85,36,23,22,20,41,4,11,-8,-9,-7,-7,0,1,9,0,58,42,1,home,1,8,4,11,22,3,5,203.0,13,29,Mavericks,103,17,11,3,30,17,76,34,22,33,25,13,-8,9,7,7,1,0,12,26,42,2,away,1,6,1,6,25,10,13,28,2014
20150119,Hawks,93,31,13,1,37,10,84,37,19,14,10,42,4,8,11,4,7,3,0,2,5,0,42,42,1,home,-4,8,12,6,30,9,1,202.5,10,33,Pistons,82,17,1,2,41,9,82,29,17,26,15,25,11,-4,-7,-3,2,0,20,36,61,1,away,1,6,2,6,35,9,18,16,2014
20150119,Hornets,105,27,33,3,37,9,89,40,20,19,13,42,4,25,25,3,31,17,0,0,10,0,34,47,1,home,2,8,1,14,22,12,4,193.0,10,16,Timberwolves,80,16,1,6,32,10,80,29,20,20,16,32,25,-3,-31,-17,0,0,10,36,42,1,away,-3,7,1,7,19,6,16,7,2014
20150119,Knicks,99,22,15,8,25,1,78,38,14,17,13,42,2,36,7,6,13,12,1,0,9,0,32,34,3,home,-1,2,-16,7,23,10,0,191.0,4,5,Pelicans,92,13,3,1,30,6,84,35,17,20,14,20,7,-6,-13,-12,0,1,20,46,50,0,away,-4,1,1,8,27,8,9,20,2014
20150119,Rockets,110,26,24,2,32,21,72,37,19,33,24,42,0,13,12,8,21,10,0,0,7,0,44,39,1,home,2,13,-1,6,31,12,0,197.0,19,28,Pacers,98,21,0,0,32,20,85,39,21,18,14,27,12,-8,-21,-10,0,0,11,44,43,1,away,-1,12,-4,6,27,6,19,15,2014
20150119,Suns,115,23,19,7,31,24,86,43,22,22,16,43,13,18,15,0,10,0,0,3,10,0,52,41,2,home,2,16,2,7,32,13,14,214.5,15,24,Lakers,100,24,6,3,33,17,75,34,20,35,24,29,15,0,-10,0,3,0,13,28,46,2,away,-1,9,-4,7,17,8,23,12,2014
20150119,Trailblazers,98,21,5,3,26,20,88,35,21,26,17,42,9,11,4,-8,-8,-5,1,0,9,0,38,35,1,home,-2,16,-3,14,36,11,6,204.0,13,30,Kings,94,13,13,5,42,14,76,34,22,30,22,24,4,8,8,5,0,1,11,36,53,1,away,6,8,-3,10,12,4,21,16,2014
20150119,Warriors,122,30,43,6,46,32,81,44,14,27,21,39,1,6,43,10,29,27,0,0,7,0,48,53,1,home,-2,10,1,8,27,13,1,217.5,13,32,Nuggets,79,17,3,3,31,18,87,30,19,19,12,22,43,-10,-29,-27,0,0,8,32,39,1,away,1,9,-2,7,24,7,16,18,2014
20150119,Wizards,111,26,35,5,40,19,81,45,22,18,14,42,2,13,35,13,27,23,0,0,13,0,54,53,1,home,-1,8,1,15,14,7,0,192.0,22,28,Seventysixers,76,19,1,4,20,13,85,28,17,23,14,32,35,-13,-27,-23,0,0,10,32,30,1,away,-1,11,-1,8,24,6,16,8,2014
20150120,Heat,86,20,9,2,32,7,68,32,16,19,14,41,5,22,-8,3,-5,1,0,0,4,0,36,36,3,home,-5,4,1,10,22,8,7,199.0,19,18,Thunder,94,15,10,3,30,14,92,41,23,10,6,20,-8,-3,5,-1,0,0,12,54,42,1,away,-1,11,2,8,26,6,11,20,2014
20150120,Nuggets,99,26,8,0,30,12,79,37,23,29,20,42,5,23,-10,0,-4,-3,1,0,12,0,56,42,0,home,-1,7,-3,8,14,5,12,204.0,16,18,Spurs,109,27,14,6,30,4,84,38,27,27,22,16,-10,0,4,3,0,1,14,32,44,1,away,2,10,3,8,27,11,16,26,2014
20150121,Cavaliers,106,24,28,4,30,22,81,42,12,25,17,43,4,20,14,11,20,13,1,0,15,0,54,45,1,home,1,15,3,4,24,5,1,197.5,13,22,Jazz,92,24,2,1,26,6,84,35,22,18,14,27,14,-11,-20,-13,0,1,16,40,42,2,away,-1,9,-1,9,22,8,17,14,2014
